frontend_id,backend_id,frequency_sales,frequency_add,recency,nmv
1992503,1991804,29,48,5,5434638
1471749,1471682,1,42,2,5442550
9184300,6342149,5,44,3,5444500
1388650,1388603,6,41,7,5445248
2067629,2066757,5,39,8,5450000
12337481,9460642,13,42,3,5451500
1511436,1511925,7,41,1,5454940
646754,646754,7,55,1,5458300
12277838,9401036,16,42,1,5459100
85751,85751,7,43,1,5459835
6027539,3184337,4,38,6,5460900
15483716,12504123,30,46,1,5464980
13932069,11054234,18,50,12,5466401
8108411,5267267,13,46,1,5471000
1079063,1079085,2,43,2,5473000
1508011,1508502,17,48,3,5473100
5630436,2790057,10,47,1,5484701
7864601,5016822,3,48,1,5485000
1793163,1792785,5,43,3,5492500
8272223,5430861,11,47,1,5501775
1655881,1655638,6,48,2,5507300
7195559,4349381,11,51,2,5508200
7914289,5072610,9,52,14,5512490
107124,107124,19,45,4,5515049
18753285,15727885,12,52,5,5522261
12669865,9792877,21,52,1,5526900
476020,476020,8,45,1,5544300
11794834,8918189,11,45,1,5560095
353683,353683,10,49,4,5561900
11166137,8290096,4,40,3,5573800
8003600,5162537,11,43,1,5573900
461698,461698,3,40,3,5573900
17105077,14084045,9,38,5,5574584
6044697,3201451,8,50,10,5580900
18412733,15388197,2,40,3,5586000
1711599,1711347,3,39,7,5588800
7447409,4600402,12,51,1,5592901
5822835,2980334,8,50,2,5594335
17467267,14445129,19,42,1,5594558
8765293,5923463,24,55,1,5594702
15402937,12432420,7,49,3,5594900
5420294,2587324,9,48,3,5599400
13344484,10467052,17,52,1,5600778
7156861,4310806,5,43,8,5602000
6694506,3849555,8,46,7,5626300
1270078,1270056,7,45,2,5630340
18365950,15341513,18,48,1,5633899
15841176,12828176,9,52,1,5633900
283553,283553,3,45,7,5654000
8064201,5223085,9,52,1,5654723
1347685,1347653,7,41,4,5657190
1104470,1104491,6,44,12,5669800
11105620,8229602,4,54,14,5674000
890402,890484,4,54,2,5675500
5091231,2259800,11,46,2,5686399
2091988,2091035,11,45,1,5689436
18656819,15631589,10,54,5,5695700
14476560,11597310,7,41,2,5709200
6903214,4057618,3,38,2,5709500
12027942,9151194,12,55,2,5710499
11936864,9060148,19,44,1,5710580
741127,741137,7,51,4,5712820
8664987,5823380,6,38,1,5715000
17809052,14785989,10,38,5,5718599
1396450,1396404,5,44,2,5725000
154514,154514,3,47,1,5737195
9785919,6913770,9,53,1,5737550
7344180,4497728,7,43,5,5741900
483216,483216,23,55,1,5742000
12716219,9839171,16,38,2,5744308
92628,92628,6,52,1,5745400
1678343,1678099,5,41,4,5749108
6866616,4021139,8,42,4,5752560
17507909,14485660,17,54,2,5753900
11180739,8304692,9,54,1,5764480
16931963,13911611,4,48,8,5765600
17091654,14070668,11,46,8,5765900
12857582,9980307,11,48,1,5771800
448214,448214,21,45,8,5780450
649933,649933,9,53,2,5783690.01
10556586,7683491,3,50,6,5798000
1098334,1098353,7,49,1,5818943
925778,925795,9,42,2,5833356
7008866,4163082,2,44,2,5838910
9840822,6968625,7,43,2,5839100
926188,926268,15,47,4,5846797
981948,982041,18,44,2,5857200
17434960,14412899,6,42,5,5860940
7203200,4357010,20,49,3,5861800
12449,12449,8,38,8,5872951
13386393,10508906,7,54,2,5884200
15819059,12807152,5,40,4,5904000
10870354,7996717,21,38,5,5916688
136996,136996,14,40,1,5918677
5707552,2866702,16,48,3,5920108
1186353,1186349,7,53,3,5921800
279421,279421,12,40,4,5924680
1308730,1308702,11,38,12,5928900
11497149,8620748,11,48,4,5940887
10438958,7565903,1,48,5,5949000
7961182,5120420,6,55,6,5949500
16207016,13189524,10,38,2,5953281
818019,818103,1,40,2,5962000
13004942,10127627,8,43,4,5964446
13264347,10386963,15,45,3,5971200
13984641,11106736,18,53,2,5972500
127890,127890,10,50,2,5980510
11064682,8190685,4,38,7,5984600.01
1238632,1238612,7,44,3,5985190
11037751,8163762,45,52,2,5991100
18619622,15594473,10,49,13,6000000
63059,63059,8,42,3,6005200
13539506,10661957,18,46,1,6009918
9204199,6362048,3,48,1,6028440
6616628,3771930,4,43,2,6031447
643865,643865,3,51,3,6033050
157515,157515,24,42,6,6034249
29436,29436,13,39,2,6034909
8139218,5298046,16,44,1,6035097
7362152,4515594,15,45,1,6040240
338576,338576,4,43,3,6042800
1073331,1073354,13,53,2,6056070
12233422,9356628,5,54,1,6062434
5521830,2688043,10,40,1,6062540
2203158,2201859,18,46,3,6062600
1977190,1976520,4,55,2,6073400
1098234,1098253,7,42,1,6084069
9623690,6753107,6,40,2,6092250
597323,597323,3,46,5,6092900
2227951,2226578,6,47,2,6097388
1134920,1134927,7,43,6,6099020
1633937,1633705,3,48,4,6110000
1058713,1058738,8,40,2,6117500
69454,69454,13,48,1,6117500
1087508,1087529,9,38,7,6118188
10521141,7648047,8,42,7,6118400
51755,51755,8,39,1,6121756
10579816,7706718,12,48,1,6131601
9861779,6989572,19,38,3,6132400
5782642,2940294,13,46,1,6137150
6691520,3846582,8,43,3,6154696
5482315,2648698,15,43,5,6158000
8587890,5746276,12,48,2,6158450
6895772,4050232,19,42,7,6162697
7683820,4836183,11,41,1,6164470
845171,845248,7,42,8,6167501
69522,69522,1,40,9,6168000
13108695,10231349,17,44,1,6171180
13104763,10227418,12,38,7,6171490
1205379,1205374,9,52,2,6174410
7784472,4937862,5,42,6,6175900
9093088,6250996,8,46,11,6194200
7919183,5078362,10,43,3,6194860
8434525,5593031,4,43,2,6209250
1140963,1140964,11,41,5,6214100
2090342,2089393,11,42,2,6216000
765405,765441,5,49,1,6216130
12119616,9242853,7,52,7,6223749.99
464473,464473,10,43,4,6226000
749695,749707,4,38,1,6230200
1983635,1982951,3,54,1,6250080
12996636,10119323,21,52,1,6254491
18207610,15183514,4,40,4,6268000
7872846,5025057,14,41,12,6273900
5227027,2395122,5,55,6,6286100
7493506,4646323,10,43,1,6302298
14286751,11408618,12,48,8,6306700
266059,266059,9,43,1,6307100
6987962,4142205,10,41,1,6309500
5260837,2428766,13,55,7,6340854
12547759,9670818,10,38,2,6346000
7749750,4902698,8,43,2,6348000
11528708,8652295,11,43,1,6348800
7304638,4458252,7,45,1,6365265.34
12619645,9742681,18,44,1,6373080
13136299,10258942,6,43,3,6378400
1505588,1506079,14,40,12,6380043
1043840,1043872,3,50,4,6384050
11190230,8314175,6,38,8,6386200
106095,106095,13,43,2,6395950
171135,171135,16,49,1,6428400
16759211,13739474,9,48,4,6428560
13129972,10252622,21,43,13,6436899
16766763,13747002,4,38,2,6449498
5304961,2472548,12,52,17,6465238
7717565,4869901,8,45,1,6474500
16420634,13402115,13,55,5,6475100
6400967,3556825,9,53,4,6478500
2101221,2100237,15,38,3,6480600
322543,322543,3,48,3,6489000
15167620,12224945,11,45,6,6498948
11717174,8840556,4,40,2,6504155
1094107,1094127,9,38,5,6504400
378346,378346,10,38,1,6504999
2037993,2037195,9,43,12,6511100
13316296,10438894,7,49,6,6516670
12794839,9917575,15,46,1,6528224
16238674,13221005,9,50,8,6531490
10950666,8076698,10,47,2,6532500
13164972,10287603,12,51,1,6545500
13245039,10367657,13,49,1,6548280
1898979,1898473,5,51,3,6552900
7220056,4373843,7,40,5,6558199
14087120,11209084,10,53,1,6565424.43
12400209,9523323,11,40,12,6570998
12575803,9698846,14,54,12,6587900
7274387,4428061,34,42,2,6588590
495956,495956,1,41,3,6593000
7775426,4928807,10,53,1,6595200
6915712,4070045,8,51,2,6603300
11148656,8272620,8,55,4,6604400
2184616,2183384,11,49,1,6608600
14810244,11909055,3,48,6,6611900
17715983,14693212,10,50,1,6618618
17692470,14669767,5,55,2,6619000
12715498,9838450,7,52,1,6638900
962959,963063,3,39,4,6647000
14617412,11737149,5,38,1,6663900
12112913,9236152,17,53,2,6668600
37197,37197,6,47,3,6668900
2157989,2156848,18,46,10,6680103
191270,191270,24,47,1,6680700
6754051,3908868,4,38,2,6681170
495122,495122,16,40,2,6687200
5246503,2414506,13,46,1,6691900
13034452,10157127,12,38,10,6695060
15989741,12973531,9,47,2,6709200
829254,829325,9,53,1,6711500
16453531,13434886,13,50,4,6712200
15565646,12577469,7,39,3,6713391
18101739,15077963,16,48,1,6716800
13303525,10426125,18,55,11,6731400
135460,135460,12,41,1,6733700
1468247,1468178,3,48,4,6736250
906554,906636,9,51,1,6736799
15453950,12477811,2,46,5,6754000
1041769,1041800,3,50,1,6767200
7080985,4235097,9,43,3,6774016
18642114,15616920,4,40,6,6780000
8044312,5203204,14,50,2,6780700
7013858,4168068,5,50,2,6787789
12775914,9898656,11,50,1,6792307
118912,118912,10,38,1,6795900
390214,390214,11,52,1,6800980
1301231,1301203,2,42,7,6801000
321542,321542,6,46,2,6808000
242457,242457,14,48,4,6828600
6429252,3585033,7,45,7,6831351
5909881,3066992,7,46,1,6836330
15848508,12835190,4,43,1,6842874
8035315,5194211,7,50,10,6851600
6200736,3357138,13,47,1,6860000
150916,150916,2,54,3,6867050
846665,846742,7,41,3,6869900
8758196,5916370,5,46,2,6870100
14431863,11553697,41,53,2,6872485
93990,93990,8,47,2,6872499.99
15499514,12518398,3,52,2,6872800
7045199,4199374,15,41,1,6875099
15035448,12108007,12,53,1,6880000
8522501,5680958,15,47,12,6882874
11678947,8802340,6,38,3,6889600
5634306,2793909,16,39,6,6894200
5504750,2671037,17,39,9,6895998
2186027,2184791,10,55,2,6896250
11844058,8967368,6,48,1,6897000
1088623,1088644,5,54,1,6901700
13488417,10610878,7,38,2,6902000
6273583,3429735,15,45,3,6907132
7897584,5052969,22,39,2,6911252
755474,755489,10,49,11,6913700
1780623,1780259,7,44,5,6922900
1963772,1963151,8,48,1,6952300
58680,58680,6,54,1,6960900
7015329,4169536,9,51,1,6968700
7762754,4916259,4,43,8,6970000
1622,1622,6,39,8,6970800
13568817,10691164,7,39,7,6975300
564554,564554,5,49,3,6982299
15888567,12873530,12,45,2,7000500
80291,80291,6,47,13,7000899
1839203,1838778,10,48,4,7001400
16056496,13039674,6,45,10,7005579
12449274,9572376,24,51,8,7013100
7932348,5093143,8,46,1,7017997
7120214,4274271,13,44,2,7020421
8541641,5700095,8,38,4,7038680
7431867,4584894,10,40,1,7042000
14475385,11596178,9,40,1,7045500
469464,469464,4,46,4,7075100
1288693,1288666,8,40,3,7079200
12444344,9567446,10,51,2,7097826
8609257,5767641,10,52,1,7102000
10968273,8094301,11,46,2,7108486
834816,834889,15,50,3,7115600
1130774,1130783,5,39,1,7119900
11419734,8543353,16,43,4,7122399
14156987,11278920,10,47,2,7123899
825826,825894,15,50,1,7132300
7865456,5017676,15,52,2,7146017
7008957,4163173,27,46,3,7148156
49573,49573,5,41,1,7151570
7174966,4328822,11,50,8,7157185.99
11619898,8743343,14,46,2,7159670
1440221,1440163,4,50,5,7161000
12984465,10107154,5,44,7,7167000
1081575,1081596,10,45,1,7170200
18501978,15477248,1,45,1,7175000
18834004,15808483,5,44,8,7175081
2158023,2156882,13,41,3,7182666
14343582,11465438,3,40,11,7184020
17797247,14774222,25,41,1,7188000
7120020,4274077,16,40,18,7196402
7198237,4352055,13,51,5,7197290
14069974,11191949,22,54,3,7199990.32
6327648,3483683,9,39,1,7214599
6206297,3362683,9,46,2,7222200
35728,35728,17,52,8,7224371
8218698,5377465,14,53,1,7231400
17069756,14048846,6,50,2,7231564
180705,180705,5,53,3,7231900
13195705,10318332,19,43,1,7251600
952906,952987,6,50,13,7257076
1649284,1649042,7,49,6,7261020
11858883,8982184,16,39,3,7276866
5437246,2604052,10,48,4,7288231
510314,510314,9,39,3,7289800
6440056,3595825,5,52,3,7292346
12764364,9887127,8,41,2,7300100
241956,241956,13,45,12,7327099
7000910,4155140,18,55,2,7331930
1180879,1180874,4,49,4,7334000
9300056,6457900,13,49,2,7334500
7497210,4650018,10,38,4,7340394
12813157,9935892,8,45,2,7351000
16457891,13439230,10,50,5,7351400
10096340,7223788,11,54,4,7371502
7687889,4840251,10,55,1,7374000
951333,951416,17,51,1,7380467
11017922,8143933,14,40,3,7386140
10240648,7367647,13,49,2,7403598
1045754,1045786,17,49,3,7411000
7202051,4355864,17,45,6,7418899
12718624,9841574,9,41,4,7420888
12438015,9561117,8,52,8,7429401
401334,401334,5,40,7,7435650
32123,32123,12,45,1,7441834
16270938,13253073,22,49,2,7450000
18554558,15529543,18,38,3,7463857
5483815,2650187,14,38,1,7464607
16397531,13379092,34,44,1,7467797
1344252,1344220,11,51,2,7475900
1086230,1086251,4,50,5,7500000
6295657,3451759,20,48,2,7517990
7033539,4187724,10,48,2,7521800
5809145,2966681,13,46,2,7534475
994500,994588,15,43,4,7570962
1047390,1047423,16,43,2,7576538
325743,325743,2,49,1,7581000
18029968,15006279,32,39,2,7582223
5854294,3011560,15,44,12,7584472
12630465,9753499,19,53,1,7587950
5807605,2965145,7,52,5,7595000
916744,916826,9,43,2,7599953
11247606,8371428,19,42,1,7634446
10032387,7160017,8,55,1,7641400
11432896,8556515,16,38,3,7642897
8112282,5271136,6,43,1,7645000
1568932,1569377,6,44,1,7657940
10424510,7551457,6,41,1,7659300
10971469,8097497,9,41,2,7669900
2044190,2043374,12,40,4,7672050
282807,282807,6,38,1,7672400
12614189,9737224,10,46,12,7674600
43356,43356,6,38,3,7674700
760386,760403,3,39,5,7683000
1299608,1299580,7,47,1,7692625
1513922,1514410,5,55,1,7697000
12318354,9441522,8,40,1,7715484
120346,120346,6,48,8,7720600
8607338,5765722,18,39,1,7726000
1290070,1290042,13,39,2,7733000
14048014,11170022,8,47,3,7735500
11927736,9051023,9,53,1,7743809
6060428,3217150,17,42,1,7750370
13862671,10984883,7,42,1,7760900
1259348,1259327,4,38,1,7789800
2092556,2091600,7,40,7,7803650
722870,722886,16,44,3,7806269
468419,468419,6,55,1,7823000
2043133,2042321,3,52,5,7827000
56289,56289,25,47,8,7842600
1816354,1815945,4,47,7,7845840
13096300,10218956,8,43,3,7848006
5417579,2584620,6,40,4,7852999
7211677,4365479,6,41,10,7875000
18399729,15375225,21,46,1,7875201
11043290,8169299,6,50,8,7880030
3121,3121,3,52,2,7885800
798616,798694,10,42,2,7901950
5480373,2646766,6,49,5,7903000
6080416,3237080,15,50,6,7918700
12194096,9317315,25,54,3,7919071
1442207,1442146,6,51,15,7927671
2017362,2016615,4,38,6,7929000
17008053,13987385,2,55,2,7945000
6648532,3803776,18,48,2,7954000
1013096,1013189,11,38,3,7963151.01
5827691,2985175,7,55,1,7963588
730334,730335,10,51,6,7977566
15433723,12459838,2,53,1,7992300
6051112,3207855,16,50,4,7992867
1024899,1024992,9,46,1,7996100
254959,254959,10,51,7,7997690
342989,342989,11,48,1,8002403
8237959,5396707,7,38,6,8012800
2106811,2105812,11,40,4,8013100
1467118,1467050,8,40,2,8026000
944535,944616,5,43,9,8040700
18340722,15316337,4,49,3,8042000
1980439,1979758,28,45,7,8051987
7246162,4399883,18,39,2,8052400
9731500,6859367,17,42,10,8072504
14555016,11676723,4,39,3,8075000
15819510,12807547,17,45,1,8078401
16041342,13024599,6,43,1,8087000
9937939,7065685,8,42,1,8101000
9158250,6316104,10,43,4,8123840
796537,796616,12,54,5,8130770
13889342,11011533,16,47,1,8142900
5099312,2267860,8,46,5,8144580
37796,37796,2,38,18,8146400
6546917,3702421,18,52,2,8159388
17918351,14894972,10,50,1,8169400
5188535,2356769,16,40,1,8190000
5238811,2406858,16,44,1,8194400
1084435,1084456,9,46,1,8197900
6104588,3261179,5,38,3,8197900
1857421,1856970,5,41,1,8206400
1268184,1268162,14,43,1,8208230
544921,544921,9,48,6,8221600
2235232,2233833,11,54,2,8228000
1790855,1790485,6,55,1,8237250
2143989,2142881,7,38,1,8257000
5730495,2888491,5,38,9,8265050
1388021,1387974,4,53,1,8284550
1234374,1234355,1,38,2,8290000
241915,241915,3,40,11,8298400
14832563,11928603,13,40,5,8300700
16125607,13108424,15,44,1,8307698
752326,752339,8,50,3,8315980
32272,32272,14,40,1,8320070
12208690,9331899,12,42,5,8322480
17586208,14563762,29,39,2,8331128
14659507,11774888,13,40,7,8351690
17746271,14723417,5,38,12,8365100
1633918,1633686,15,49,7,8376950
14077683,11199655,10,43,3,8384519
7512081,4664858,10,43,1,8384703
5162463,2330787,6,45,1,8406010
18029916,15006227,17,41,1,8409297
12785043,9907783,1,46,3,8427000
2050939,2050113,14,38,2,8445045
17530882,14508565,13,55,1,8454950
1436026,1435973,11,46,3,8457028
11852778,8976081,13,39,1,8465920
6332709,3488737,11,43,6,8471900
800243,800318,5,54,13,8473850
9186030,6343881,8,39,2,8476498
1525923,1526399,2,54,1,8507050
7722800,4875129,7,47,4,8511000
7045754,4199923,4,47,5,8525140
11945247,9068529,7,43,2,8535521
16879022,13858851,9,45,4,8536549
803192,803265,8,53,1,8538000
12927925,10050629,23,43,4,8541200
8053382,5212270,7,45,10,8543990
6553715,3709198,14,43,5,8556200
6669456,3824600,23,40,2,8567899
14093625,11215585,1,39,5,8569500
1856208,1855761,10,39,1,8578000
5471881,2638319,3,38,1,8586950
6159657,3316133,16,38,1,8588850
15032535,12105393,7,47,2,8596920
11770949,8894318,12,40,4,8598839
7713599,4865939,7,44,8,8599627
7652368,4804790,7,40,1,8612000
658424,658424,2,53,1,8632200
559727,559727,10,52,1,8633800
7205623,4359429,23,42,10,8638400
6231585,3387913,9,38,7,8641900
1395558,1395512,7,40,1,8655250
16910906,13890614,7,39,1,8669700
10047023,7174631,7,44,4,8683900
6668611,3823758,9,43,1,8689900
7342080,4495633,8,45,2,8697200
5570548,2735151,11,49,9,8699900
16792729,13772875,34,52,6,8707302
1972016,1971371,5,39,1,8707800
295748,295748,13,46,3,8713000
8779948,5938114,10,47,1,8723280
607058,607058,6,51,2,8726450
12242433,9365634,11,38,1,8728100
12833668,9956399,9,39,4,8736490
10425997,7552944,15,43,1,8742000
11186607,8310557,5,51,1,8756000
70354,70354,34,47,6,8768030
16921062,13900759,8,43,1,8778540
13596816,10719152,9,55,2,8811000
1051258,1051291,27,54,14,8822173
585191,585191,5,50,6,8826797
16548086,13529129,37,52,1,8842137
265577,265577,3,44,6,8876631
15674019,12674490,11,48,4,8900800
8583608,5741995,9,38,7,8902100
10778258,7904833,2,43,5,8913000
16706547,13686988,25,39,1,8940397
42348,42348,9,44,5,8942203
8144150,5302978,20,52,4,8957042
202728,202728,6,51,2,8958900
975709,975794,6,43,8,8958900
8692303,5850690,20,46,1,8964998
1346858,1346826,13,40,8,8966000.01
5710127,2869235,2,53,3,8978000
9808960,6936785,13,53,1,8989285
1794677,1794296,14,47,1,8992305
8861094,6019238,3,38,1,9000900
2017701,2016954,7,41,9,9001300
974759,974843,12,50,2,9002744
816691,816772,7,45,3,9003430
14815041,11913278,10,41,4,9005820
10193592,7320957,10,46,3,9015800
14389064,11510904,7,49,1,9059800
13074395,10197065,3,40,13,9064905
5645125,2804670,6,50,8,9070510
9905070,7032839,3,55,4,9071750
6411931,3567769,8,40,1,9074986
1272040,1272018,3,47,3,9077259
8602526,5760909,3,44,7,9081000
5479866,2646263,14,55,1,9088112
8054619,5213507,4,38,16,9098000
1469204,1469135,13,44,5,9112200
1850965,1850525,5,43,2,9140650
17826963,14803850,6,45,7,9143850
10577558,7704461,4,44,2,9145200
767541,767581,9,53,1,9165900
297293,297293,12,42,3,9181000
16870693,13850551,14,47,3,9193200
20065,20065,9,49,5,9196051.01
8475937,5634411,24,50,2,9210399
323022,323022,12,39,1,9243316
1545196,1545669,8,43,1,9251560
14506125,11627849,26,53,3,9256020
15366234,12399991,7,44,5,9257500
5604926,2764634,7,53,3,9259377
15036955,12109372,1,43,2,9281500
6820240,3974873,2,50,7,9286000
2233269,2231873,8,47,9,9299820
16621950,13602716,12,54,3,9308300
6642019,3797278,7,51,11,9310800
8348046,5506588,19,49,1,9312800
1898896,1898393,6,52,2,9326000
1370406,1370363,13,42,2,9338178
11039707,8165717,12,40,7,9343400
12197985,9321197,1,52,2,9345000
5332912,2500340,7,41,1,9346699.99
11608491,8731937,9,54,3,9358000
7385547,4538687,9,42,8,9367378
511559,511559,23,55,7,9371956
2001056,2000348,13,46,2,9391199
607002,607002,10,48,5,9410450
380989,380989,18,43,1,9424600
15878240,12863607,5,38,1,9434500
13665239,10787554,18,50,2,9456749
9126561,6284431,36,48,1,9465950
11473088,8596689,10,38,3,9476930
10417776,7544724,6,46,5,9485000
16372077,13353773,31,53,1,9489450
7745594,4898288,3,42,6,9509300
11022342,8148352,43,46,4,9549219
17883123,14859867,10,44,8,9562408
10302986,7429963,6,53,1,9569000
7131279,4285315,13,44,5,9574480
1107089,1107110,18,42,2,9591899
5437907,2604708,21,41,15,9595782
6709947,3864919,11,55,1,9613450
24777,24777,13,43,3,9641600
1818486,1818076,8,50,3,9642400
5533313,2699452,16,44,1,9649610
6127096,3283647,2,38,1,9659800
825541,825611,4,38,3,9663800
5257149,2425091,14,54,9,9665528
6356212,3512166,10,52,3,9674104
8685480,5843869,15,53,2,9689539
8802881,5961037,13,45,8,9694218
7442466,4595467,1,43,7,9702550
181870,181870,6,46,2,9705200
5569595,2734201,22,43,2,9721785
14441874,11563708,7,44,3,9725300
9423597,6581429,20,39,3,9765300
5328663,2496112,9,43,1,9776300
18288936,15264682,7,44,1,9788000
12014320,9137589,8,43,1,9791427
13642537,10764859,13,48,4,9792700
12176974,9300196,18,42,6,9797708
7346098,4499644,10,44,1,9799600
5588450,2752578,12,47,2,9813005
2225,2225,5,53,2,9827000
946543,946625,10,46,5,9847513
1800218,1799834,1,55,6,9860000
10024117,7151756,9,41,4,9872200
7284062,4437708,3,49,4,9902000
16279171,13261279,24,38,2,9904034
14807112,11906353,29,41,2,9912530
755142,755157,7,42,3,9916270
10864665,7991196,10,44,1,9920400
196678,196678,12,47,1,9932420
16095925,13078884,21,50,2,9940900
195676,195676,7,43,3,9946000
15852371,12838790,15,49,6,9946530
11323570,8447209,9,52,1,9947900
624473,624473,16,53,2,9976036
796300,796379,5,38,5,9978842
1905990,1905476,7,51,2,9979800
13046986,10169660,4,54,3,9981300
5830467,2987941,22,40,9,9999794
71487,71487,9,43,6,10044169
354277,354277,16,39,9,10057350
8027565,5186501,19,47,5,10058899
17979621,14956082,6,41,6,10067000
5528981,2695143,6,51,3,10097300
1178283,1178279,15,54,2,10108910
2052145,2051317,5,40,11,10110800
783550,783620,5,43,5,10140140
17164437,14143176,11,55,2,10155549
1418837,1418788,11,51,3,10171100
1970448,1969804,9,55,1,10186380
11711389,8834772,12,45,13,10193511.99
1618,1618,13,49,11,10197150
433014,433014,14,40,2,10222900
11239613,8363435,3,43,2,10225150
579895,579895,8,39,12,10237000
1432,1432,10,44,1,10255310
17826040,14802931,13,39,3,10267998
1782244,1781879,5,45,4,10268900
7813706,4965954,11,41,4,10271100
1438937,1438881,15,44,1,10296000
17956398,14932899,27,52,2,10300200
8083241,5242120,27,50,2,10308612
786160,786235,18,43,1,10332500
7369934,4523092,7,45,4,10365002
645582,645582,25,54,1,10367129
5906317,3063435,8,41,2,10394000
5879197,3036392,13,51,4,10395550
18508493,15483730,24,46,1,10410590
16339383,13321246,7,49,1,10413698
1124816,1124828,21,44,4,10419261
76371,76371,4,39,9,10436100
82876,82876,20,52,1,10436900
15113874,12177330,5,50,1,10438110
16879614,13859430,11,47,7,10442340
24460,24460,7,49,1,10444750
16523574,13504705,16,48,1,10466200
5764023,2921743,29,46,1,10472922
2118397,2117353,12,40,2,10482900
8645002,5803361,12,47,2,10491540
10283586,7410569,10,47,4,10495500
1806368,1805976,24,40,2,10507274
5945566,3102565,11,54,3,10516800
16637977,13618648,2,55,11,10518000
750675,750688,6,43,4,10540100
5729671,2887680,6,40,3,10541700
155820,155820,2,48,2,10549790
1862345,1861891,7,45,1,10555000
7675653,4828027,5,54,2,10555372
13540110,10662561,6,44,3,10585600
1866625,1866167,12,51,4,10586720.02
15208993,12261038,17,47,1,10627092
6328976,3485008,35,46,11,10635301
1342638,1342606,16,53,1,10646337
13895465,11017657,16,53,2,10656969
17566868,14544457,18,38,1,10657825
162711,162711,4,39,1,10659300
10652440,7779333,4,47,4,10660000
466435,466435,5,52,1,10698000
17560037,14537656,14,50,7,10758100
1940707,1940140,5,40,17,10765800
5957661,3114612,7,42,3,10782260
195937,195937,25,47,9,10820460
13153285,10275923,11,45,4,10820590
12176237,9299459,3,41,3,10821300
8347196,5505739,5,48,2,10828386
2139018,2137921,16,53,1,10829598
2162099,2160938,10,48,1,10831600
1681833,1681589,27,39,3,10836100
9807083,6934911,11,48,6,10852100
16771252,13751475,16,41,2,10865380
12106270,9229512,10,52,2,10888368
473452,473452,12,49,6,10898998
8010354,5169292,12,41,15,10907100
15432827,12458970,19,51,2,10918990
5882270,3039460,5,45,7,10924850
6986211,4140459,9,45,4,10940400
1321037,1321007,3,44,3,10953251
11801445,8924799,14,53,2,10954052.99
896084,896164,10,40,17,10965732
1467236,1467168,7,42,1,10988000
18015656,14992007,19,41,3,11000000
1215354,1215346,10,55,5,11024000
1149028,1149030,8,45,10,11044930
17503668,14481420,11,43,2,11056700
9880902,7008678,4,50,4,11079050
10080124,7207583,6,40,1,11098000
7643407,4795849,17,41,3,11102560
13421211,10543706,8,47,2,11104340
812408,812487,8,47,1,11106300
7570366,4723004,16,38,1,11133550
784143,784213,8,50,1,11139300
5848233,3005527,9,45,7,11158600
15018824,12093380,17,53,2,11181099
252060,252060,14,51,3,11185240
7008347,4162563,1,49,1,11218050
8057824,5216710,8,55,1,11220960
6447774,3603522,12,47,2,11230337
10553362,7680267,12,43,8,11255000
18091137,15067378,11,44,2,11272100
523434,523434,6,52,3,11284600
266732,266732,3,39,4,11290000
5900590,3057718,2,48,3,11299900
7094056,4248137,8,46,5,11315649
645767,645767,13,42,6,11333855
1202247,1202243,21,43,1,11359900
5208025,2376260,4,40,10,11367000
984920,985012,8,48,8,11372900
1245875,1245853,3,43,1,11385230
511409,511409,12,53,2,11389000
15800836,12789861,15,45,4,11389182
8010524,5169462,2,43,4,11396000
71998,71998,24,46,2,11399373
13025411,10148090,9,46,5,11407440
15006729,12082797,2,42,3,11408000
2220945,2219590,10,45,2,11421100
8539999,5698453,2,45,2,11463000
46111,46111,13,50,9,11463900
11285432,8409114,14,40,3,11467951
14031987,11154022,2,43,3,11468550
7606742,4759214,7,41,2,11472300
5462185,2628655,32,49,2,11477007
1071196,1071219,14,51,4,11490082.99
7013493,4167703,51,45,1,11514680
839383,839456,11,40,3,11540750
7177379,4331232,11,44,5,11544200
6096969,3253574,13,48,1,11552610
12338029,9461192,3,43,1,11564750
1069895,1069918,14,43,3,11584200
7982127,5140728,61,45,4,11620565
1623670,1623444,8,39,1,11646699
18505479,15480725,17,38,3,11663600
5321324,2488823,9,44,1,11667500
383014,383014,9,47,1,11667801
18386690,15362212,2,38,3,11726000
16954831,13934385,16,42,2,11765178
14193627,11315533,3,45,3,11769600
1747401,1747072,11,45,2,11797300
13047263,10169937,6,39,1,11797599
737202,737209,2,44,1,11809770
1038141,1038293,12,40,5,11813100
878079,878157,11,46,18,11813800
610777,610777,25,54,2,11822954
5259152,2427092,3,38,2,11825300
11189462,8313408,4,41,4,11833300
1471553,1471486,23,51,2,11852020
7134581,4288611,7,41,1,11884000
1657025,1656782,4,49,1,11888100
6489134,3644778,12,40,3,11895900
13226801,10349425,18,40,2,11934000
1917963,1917426,23,40,7,11935500
632917,632917,1,51,3,11950050
12570,12570,5,54,5,11952500
7113737,4267800,5,50,2,12015050
6751889,3906712,19,47,2,12056300
8103436,5262291,22,47,8,12066500
128779,128779,3,41,1,12067000
8622023,5780406,7,41,3,12070100
649109,649109,0,58,6,0
1776710,1776350,0,57,3,0
1280460,1280539,0,58,5,0
838103,838176,0,58,6,0
51596,51596,0,58,1,0
251856,251856,0,56,1,0
8649917,5808296,0,59,1,0
6614518,3769827,0,59,1,0
8013711,5172644,0,57,2,0
