frontend_id,backend_id,frequency_sales,frequency_add,recency,nmv
6094301,3250909,9,36,7,1801900
994916,995004,5,36,5,1804000
6306504,3462593,6,36,16,1821605
2550427,2243618,6,35,3,1824450
909996,910078,4,36,8,1826300
13530453,10652909,6,36,9,1829499
829501,829572,4,36,4,1836400
1032079,1032234,4,35,1,1837200
167371,167371,5,36,4,1844020
1467636,1467568,5,37,9,1852404
221451,221451,4,37,17,1857300
17321117,14299395,7,36,1,1857800
1916758,1916226,7,36,6,1883030
9958795,7086512,6,36,5,1885637
2228224,2226851,7,35,4,1887500
9936714,7064460,4,36,8,1895300
12393535,9516661,13,37,2,1901400
16711828,13692266,7,37,2,1917100
31215,31215,4,35,2,1917500
441709,441709,9,35,3,1933900
2132044,2130958,3,36,3,1940000
8489686,5648153,7,36,7,1943999.99
42070,42070,3,36,1,1944000
11747023,8870402,6,35,2,1948500
481493,481493,7,37,16,1950400
5142261,2310662,6,36,6,1962900
1846609,1846177,6,35,7,1988500
1428497,1428448,2,37,1,1989689
13453811,10576296,12,37,5,2001500
5789331,2946952,9,37,1,2012000
11815536,8938869,6,35,5,2019020
443916,443916,7,36,14,2025000.01
9820256,6948077,4,36,2,2035100
5299037,2466699,10,37,7,2038300
1114543,1114562,10,36,1,2039400
2155635,2154503,5,37,6,2044800
117056,117056,5,35,1,2047110
1328947,1328917,3,35,1,2052500
9865510,6993303,7,36,2,2059550
13432555,10555044,5,37,6,2066700
17192884,14171543,10,37,9,2074700
642052,642052,2,36,1,2078856
5610420,2770119,7,37,2,2079384
1128723,1128734,4,35,10,2080889
12713480,9836434,1,36,6,2083000
7160630,4314551,7,37,1,2086300
14789524,11890882,8,35,4,2093698
8535905,5694361,4,35,14,2094500
200575,200575,5,36,3,2096700
12069466,9192704,9,37,8,2098200
11368770,8492402,5,36,6,2098400
1287932,1287905,5,37,7,2103500
1239838,1239818,4,35,1,2107524
11289022,8412703,7,35,6,2111817
14658182,11773677,5,35,2,2124500
6299997,3456091,3,35,6,2131600
904830,904911,3,37,1,2141648
8832464,5990619,5,37,1,2154150
8387094,5545610,9,35,1,2157200
17321992,14300271,17,35,3,2157450
18231266,15207122,5,35,1,2162400
12269369,9392569,8,36,2,2171100
1411001,1410955,6,36,2,2171100
101762,101762,2,36,1,2176200
17237754,14216269,5,35,3,2182210
5708296,2867438,5,35,3,2183500
205429,205429,15,36,11,2185650
769527,769567,5,35,3,2186478
6991181,4145423,5,36,2,2187300
11358277,8481909,6,35,10,2189440
1811568,1811167,6,35,2,2196550
1467899,1467831,3,36,5,2203800
360090,360090,9,36,4,2210500
1392855,1392809,7,36,1,2220000
1468976,1468907,5,36,2,2224000
14690190,11802187,4,36,2,2228750
7684974,4837337,1,37,6,2231200
17328244,14306505,8,36,18,2237009
5703806,2863056,7,36,6,2240700
895791,895871,5,36,5,2241622
8350378,5508920,2,35,1,2242400
11510114,8633710,5,35,18,2244450
15448447,12472823,7,37,16,2250600
5261393,2429319,2,35,1,2252000
16176194,13158787,7,35,18,2255901
18595384,15570272,5,36,2,2256900
1404933,1404887,6,37,11,2260000
1272714,1272692,4,36,4,2260800
9623256,6752673,11,36,4,2264500
41924,41924,4,37,2,2266000
323096,323096,7,35,1,2269518
6260830,3417095,4,35,1,2281000
1455657,1455588,7,36,4,2289710
6564938,3720403,2,35,9,2292000
709109,709114,6,36,1,2292195
7402852,4555948,8,36,7,2297455
9065573,6223499,9,37,5,2298600
190570,190570,7,35,1,2302238
6657404,3812591,3,35,5,2308100
7120993,4275048,2,36,1,2311406
1110218,1110239,5,36,2,2318200
911423,911504,9,37,15,2319500
5389486,2556676,9,36,2,2319500
1363432,1363391,5,36,7,2325724.01
14365431,11487274,10,37,3,2329500
13456987,10579463,15,37,1,2329600
5481475,2647861,5,36,1,2331900
6939622,4093928,5,37,7,2338700
339558,339558,8,35,6,2343450
15123603,12186061,5,37,3,2350600
933308,933391,4,36,7,2353500
1784196,1783829,1,37,1,2360000
1852947,1852507,5,35,2,2366200
14639916,11757284,6,35,9,2367900
16751603,13731873,6,36,1,2371400
17294643,14273001,10,36,7,2376200
14275417,11397286,5,36,3,2382800
9107577,6265483,12,35,1,2386500
12245629,9368831,4,36,3,2401000
5631814,2791428,7,37,5,2401100
1541154,1541628,3,35,4,2402000
1717934,1717661,6,36,8,2415000
757049,757065,6,37,2,2421600
8587239,5745625,3,36,10,2424300
757374,757390,9,35,2,2430900
16368255,13349962,11,36,1,2433338
6979885,4134145,8,37,1,2454300
13138780,10261420,10,36,3,2457500
652225,652225,11,37,4,2459000
8517516,5675974,5,37,2,2466960
5527926,2694095,5,35,2,2468800
17739542,14716709,9,36,3,2470600
16612631,13593438,3,36,6,2479000
7834682,4986921,19,37,2,2484500
59000,59000,6,37,11,2496400
6533615,3689152,9,37,8,2499900
8632099,5790476,4,35,3,2500421
357165,357165,4,36,7,2507100
6442116,3597883,13,35,2,2512975
13464614,10587088,5,35,4,2524200.01
17463472,14441340,3,35,1,2528683
10938270,8064611,7,35,3,2536159
8125755,5284600,6,37,8,2539453
7610840,4763311,14,37,1,2545459
9500,9500,6,37,8,2546900
327915,327915,4,35,18,2547945
5423053,2590075,8,37,2,2565163
5144301,2312692,3,36,3,2570300
1803273,1802882,9,35,2,2573279
1402858,1402812,7,35,1,2573940
5757629,2915384,4,36,3,2588700
18510682,15485913,9,35,2,2589800
17736877,14714046,5,37,9,2592802
2062774,2061918,13,35,2,2597446
8360295,5518814,5,35,1,2607200
35912,35912,5,35,4,2607900
1589987,1590418,2,35,8,2609000
668407,668407,2,37,9,2622900
953168,953251,6,36,1,2624400
6365851,3521784,6,37,8,2624700
12697724,9820685,5,35,3,2631000
592946,592946,6,36,13,2644600
8215427,5374201,7,36,7,2651900
820529,820618,9,37,6,2665616
1298070,1298042,10,36,5,2666090
331751,331751,4,37,4,2686600
281311,281311,3,35,4,2690000
968614,968701,3,35,6,2692200
5087997,2256573,7,37,3,2698200
